x, y_biblio(A), y_modele(B), abs_error, pct_error
3.762161528542961264e+00,-2.631172947143141755e+03,-4.920212765957447118e+03,2.289039818814305363e+03,8.699693500952434988e+01
3.778748095182276501e+00,-2.664298401420957816e+03,-4.920212765957447118e+03,2.255914364536489302e+03,8.467198581560295167e+01
3.795334661821591737e+00,-2.664298401420957816e+03,-4.920212765957447118e+03,2.255914364536489302e+03,8.467198581560295167e+01
3.811921228460907418e+00,-9.726708756050862576e+03,-4.920212765957447118e+03,4.806495990093415458e+03,4.941544062479875521e+01
3.828507795100222655e+00,-2.349023090586145554e+04,-4.920212765957447118e+03,1.857001813990400842e+04,7.905421710976149541e+01
3.845094361739538336e+00,-2.349023090586145554e+04,-4.969414893617024063e+03,1.852081601224443148e+04,7.884475928085909402e+01
3.861680928378853572e+00,-1.469317938359990148e+04,-4.969414893617024063e+03,9.723764489982877421e+03,6.617876387486468559e+01
3.878267495018169253e+00,-2.753108348134988773e+03,-5.018617021276593732e+03,2.265508673141604959e+03,8.228912148249835923e+01
3.894854061657484490e+00,-2.774465001010835294e+03,-5.050801871700527045e+03,2.276336870689691750e+03,8.204597534516896928e+01
3.911440628296800170e+00,-2.774897026891578207e+03,-5.106292993121105610e+03,2.331395966229527403e+03,8.401738672231532234e+01
3.928027194936115407e+00,-2.753108348134988773e+03,-5.166223404255317291e+03,2.413115056120328518e+03,8.765056623198361763e+01
3.944613761575430644e+00,-2.753108348134988773e+03,-5.217275235962245461e+03,2.464166887827256687e+03,8.950490050624172511e+01
3.961200328214746325e+00,-2.805898787683328010e+03,-5.313829787234040850e+03,2.507930999550712841e+03,8.938066513872261964e+01
3.977786894854061561e+00,-2.841918294849023368e+03,-5.377459606462964075e+03,2.535541311613940707e+03,8.921935990241553327e+01
3.994373461493377242e+00,-2.870832798072352034e+03,-5.461436170212764409e+03,2.590603372140412375e+03,9.023874096324584571e+01
4.010960028132692479e+00,-2.886323268206037028e+03,-5.537643976963685418e+03,2.651320708757648390e+03,9.185806517111120684e+01
4.027546594772008604e+00,-2.854889481533546586e+03,-5.609042553191487968e+03,2.754153071657941382e+03,9.647144274665605224e+01
4.044133161411323840e+00,-2.874611723246093788e+03,-5.697828347464404942e+03,2.823216624218311154e+03,9.821210292116440144e+01
4.060719728050639077e+00,-2.886323268206037028e+03,-5.802521596544556814e+03,2.916198328338519786e+03,1.010350559295130921e+02
4.077306294689954314e+00,-2.956748691898503694e+03,-5.858012717965119919e+03,2.901264026066616225e+03,9.812345682323575602e+01
4.093892861329269550e+00,-2.975133214920071623e+03,-5.953457446808512032e+03,2.978324231888440409e+03,1.001072562718323411e+02
4.110479427968585675e+00,-2.975133214920071623e+03,-6.018197088465847628e+03,3.043063873545776005e+03,1.022832812421654580e+02
4.127065994607900912e+00,-2.936141577900094489e+03,-6.122890337545991315e+03,3.186748759645896826e+03,1.085352553716103330e+02
4.143652561247216148e+00,-2.930728241563054326e+03,-6.178381458966563514e+03,3.247653217403509188e+03,1.108138643271621788e+02
4.160239127886531385e+00,-2.972239162032191871e+03,-6.283074708046711748e+03,3.310835546014519878e+03,1.113919629452301905e+02
4.176825694525846622e+00,-3.060674339307501668e+03,-6.387767957126856345e+03,3.327093617819354677e+03,1.087045941180443407e+02
4.193412261165162747e+00,-3.063943161634102580e+03,-6.443259078547431272e+03,3.379315916913328692e+03,1.102930354331712550e+02
4.209998827804477983e+00,-3.480879367339158307e+03,-6.547952327627583145e+03,3.067072960288424838e+03,8.811201528747449174e+01
4.226585394443793220e+00,-2.180284191829484917e+04,-6.652645576707724103e+03,1.515019634158712506e+04,6.948725491090469575e+01
4.243171961083108457e+00,-2.180284191829484917e+04,-6.740691489361699496e+03,1.506215042893314967e+04,6.908342722190927532e+01
4.259758527722424581e+00,-1.984871078271977967e+04,-6.812829947208451813e+03,1.303588083551132877e+04,6.567620929244594663e+01
4.276345094361739818e+00,-3.197158081705150835e+03,-6.917523196288591862e+03,3.720365114583441027e+03,1.163647533061376294e+02
4.292931661001055055e+00,-3.204341162613917277e+03,-7.022216445368740096e+03,3.817875282754822820e+03,1.191469662250451478e+02
4.309518227640370291e+00,-3.241563055062164494e+03,-7.126909694448891059e+03,3.885346639386726565e+03,1.198602826287522589e+02
4.326104794279685528e+00,-3.251265419420091803e+03,-7.182400815869454163e+03,3.931135396449362361e+03,1.209109343386223685e+02
4.342691360919001653e+00,-3.253082010171654929e+03,-7.287094064949611493e+03,4.034012054777956564e+03,1.240058517481117661e+02
4.359277927558316890e+00,-3.152753108348133537e+03,-7.391787314029756999e+03,4.239034205681623462e+03,1.344550004393665006e+02
4.375864494197632126e+00,-3.166234397879803055e+03,-7.496480563109898867e+03,4.330246165230095357e+03,1.367632847438504768e+02
4.392451060836947363e+00,-3.241380875473900687e+03,-7.601173812190048011e+03,4.359792936716146869e+03,1.345041852287331210e+02
4.409037627476263488e+00,-3.346373574757030383e+03,-7.705867061270198064e+03,4.359493486513167227e+03,1.302751587389550707e+02
4.425624194115578725e+00,-3.392038189838625840e+03,-7.810560310350342661e+03,4.418522120511716821e+03,1.302615676246830674e+02
4.442210760754893961e+00,-3.437702804920223116e+03,-7.915253559430489076e+03,4.477550754510266415e+03,1.302483375846730382e+02
4.458797327394209198e+00,-3.463587921847247344e+03,-8.019946808510634582e+03,4.556358886663387239e+03,1.315502591380249555e+02
4.475383894033524435e+00,-9.809694161071870440e+02,-8.124640057590780998e+03,7.143670641483593499e+03,7.282256229589760324e+02
4.491970460672840559e+00,1.776198934280640970e+03,-8.229333306670932870e+03,1.000553224095157384e+04,5.633114651655730540e+02
4.508557027312155796e+00,1.776198934280640970e+03,-8.334026555751079286e+03,1.011022549003172026e+04,5.692056950887854327e+02
4.525143593951471033e+00,-1.177150807013981193e+03,-8.438719804831222064e+03,7.261568997817241325e+03,6.168766953689897719e+02
4.541730160590786269e+00,-3.507992895204261004e+03,-8.543413053911372117e+03,5.035420158707111113e+03,1.435413442709926528e+02
4.558316727230102394e+00,-3.535330243706319379e+03,-8.648106302991523989e+03,5.112776059285204610e+03,1.446194756030809856e+02
4.574903293869417631e+00,-3.552397868561278301e+03,-8.752799552071664948e+03,5.200401683510386647e+03,1.463913073908174169e+02
4.591489860508732868e+00,-3.582254500512497543e+03,-8.906694928811390128e+03,5.324440428298892584e+03,1.486337843259642000e+02
4.608076427148048104e+00,2.304988202048493804e+02,-9.011388177891536543e+03,9.241886998096386378e+03,4.009515966234845564e+03
4.624662993787364229e+00,1.832632965594289999e+03,-9.116081426971684778e+03,1.094871439256597478e+04,5.974308330209209998e+02
4.641249560426679466e+00,1.820603907637654629e+03,-9.220774676051833012e+03,1.104137858368948764e+04,6.064679163528960544e+02
4.657836127065994702e+00,-1.035782049085232393e+04,-9.374670052791554554e+03,9.831504380607693747e+02,9.491865966677590194e+00
4.674422693705309939e+00,-2.170310640141576732e+04,-9.479363301871695512e+03,1.222374309954407181e+04,5.632255066835352153e+01
4.691009260344625176e+00,-2.353463587921846920e+04,-9.584056550951843747e+03,1.395057932826662545e+04,5.927680122123857132e+01
4.707595826983941301e+00,-6.285976564833956218e+03,-9.737951927691572564e+03,3.451975362857616346e+03,5.491549844727746432e+01
4.724182393623256537e+00,-3.769951527737206106e+03,-9.842645176771715342e+03,6.072693649034508780e+03,1.610814782194149473e+02
4.740768960262571774e+00,-3.815616142818802473e+03,-9.996540553511436883e+03,6.180924410692634410e+03,1.619902049718882608e+02
4.757355526901887011e+00,-3.861280757900397930e+03,-1.010123380259158330e+04,6.239953044691184914e+03,1.616031942749537222e+02
4.773942093541203135e+00,-3.906945372981996570e+03,-1.022701367781155022e+04,6.320068304829554108e+03,1.617649519375216869e+02
4.790528660180518372e+00,-3.907637655417405767e+03,-1.035982242841145489e+04,6.452184772994049126e+03,1.651172739634386630e+02
4.807115226819833609e+00,-3.909464656431156982e+03,-1.051371780515117644e+04,6.604253148720019453e+03,1.689298594337174677e+02
4.823701793459148845e+00,-3.955129271512755167e+03,-1.061841105423131921e+04,6.663281782718564500e+03,1.684719088883281302e+02
4.840288360098464082e+00,-3.996447602131436724e+03,-1.077230643097104075e+04,6.775858828839604030e+03,1.695470453616310635e+02
4.856874926737780207e+00,-4.002053528318931967e+03,-1.092620180771076957e+04,6.924148279391837605e+03,1.730148842436981624e+02
4.873461493377095444e+00,-4.040852575488454022e+03,-1.104051351783714017e+04,6.999660942348686149e+03,1.732223784853763107e+02
4.890048060016410680e+00,-4.048977785125109676e+03,-1.118479043353063207e+04,7.135812648405522850e+03,1.762373869923574432e+02
4.906634626655725917e+00,-4.094642400206705588e+03,-1.133868581027035543e+04,7.244043410063650299e+03,1.769151662596459289e+02
4.923221193295042042e+00,-4.129662522202484979e+03,-1.147186450167972907e+04,7.342201979477244095e+03,1.777918156750834555e+02
4.939807759934357279e+00,-4.141566657012883297e+03,-1.163204887218045042e+04,7.490482215167567119e+03,1.808610807333980688e+02
4.956394326573672515e+00,-4.174067495559502277e+03,-1.175116981282994675e+04,7.577102317270444473e+03,1.815280257286493963e+02
4.972980893212987752e+00,-4.188490913819059642e+03,-1.190506518956966465e+04,7.716574275750605011e+03,1.842328044759835564e+02
4.989567459852303877e+00,-4.202789408932375409e+03,-1.205896056630939165e+04,7.856171157377016243e+03,1.869275472304166783e+02
5.006154026491619113e+00,-4.191010197268222328e+03,-1.221285594304911319e+04,8.021845745780890866e+03,1.914060183153378603e+02
5.022740593130934350e+00,-4.236674812349818239e+03,-1.236675131978883110e+04,8.130076507439012858e+03,1.918975816538954007e+02
5.039327159770249587e+00,-4.301801412589293250e+03,-1.252064669652855264e+04,8.218845283939259389e+03,1.910558971849949046e+02
5.055913726409564823e+00,-4.372409015870025542e+03,-1.267454207326827600e+04,8.302133057398250457e+03,1.898754903135768188e+02
5.072500293048880948e+00,-4.418073630951625091e+03,-1.281511958086705818e+04,8.397045949915433084e+03,1.900612495701381590e+02
5.089086859688196185e+00,-4.440497335701598786e+03,-1.297530395136777952e+04,8.534806615666180733e+03,1.922038449848023731e+02
5.105673426327511422e+00,-4.464997887757800527e+03,-1.313548832186850086e+04,8.670490434110699425e+03,1.941880075214275507e+02
5.122259992966826658e+00,-4.484902309058612445e+03,-1.329012358022715853e+04,8.805221271168546082e+03,1.963302802244710392e+02
5.138846559606142783e+00,-4.511922144563979600e+03,-1.345585706286994355e+04,8.943934918305963947e+03,1.982289284198249959e+02
5.155433126245458020e+00,-4.557586759645577331e+03,-1.361604143337066489e+04,9.058454673725087559e+03,1.987555070576324567e+02
5.172019692884773256e+00,-4.603251374727171424e+03,-1.377622580387137350e+04,9.172974429144202077e+03,1.992716382925725611e+02
5.188606259524088493e+00,-4.618117229129660700e+03,-1.393641017437209484e+04,9.318292945242434143e+03,2.017768818527497103e+02
5.205192826163403730e+00,-4.650175631533348678e+03,-1.409659454487281619e+04,9.446418913339468418e+03,2.031411211499684271e+02
5.221779392802719855e+00,1.352761519841760673e+02,-1.426269796832506472e+04,1.439797412030924170e+04,1.064339420446661279e+04
5.238365959442035091e+00,1.731793960923623672e+03,-1.446579547272436503e+04,1.619758943364798870e+04,9.353069590916735478e+02
5.254952526081350328e+00,1.731793960923623672e+03,-1.461969084946408657e+04,1.635148481038771024e+04,9.441934305895671287e+02
5.271539092720665565e+00,-3.721460526471792946e+03,-1.478653415453526213e+04,1.106507362806347010e+04,2.973314791156454930e+02
5.288125659359981690e+00,-4.949163566664096834e+03,-1.494671852503599439e+04,9.997554958371896646e+03,2.020049413139639967e+02
5.304712225999296926e+00,-5.012973268736961472e+03,-1.513057910734282632e+04,1.011760583860586485e+04,2.018284418491430756e+02
5.321298792638612163e+00,-5.058637883818560113e+03,-1.531628939369700129e+04,1.025765150987844027e+04,2.027749711575590368e+02
5.337885359277927400e+00,-4.977895890299155326e+03,-1.548757198848183907e+04,1.050967609818268465e+04,2.111268762905181688e+02
5.354471925917242636e+00,-4.973357015985788166e+03,-1.568586026235801910e+04,1.071250324637223093e+04,2.153978331324131545e+02
5.371058492556558761e+00,-5.018011835635285024e+03,-1.584604463285873680e+04,1.082803279722345178e+04,2.157833251872474420e+02
5.387645059195873998e+00,-5.063676450716883664e+03,-1.605543113101903509e+04,1.099175468030215052e+04,2.170706360740328762e+02
5.404231625835189234e+00,-5.109341065798475938e+03,-1.621561550151975644e+04,1.110627443572127959e+04,2.173719525217410080e+02
5.420818192474504471e+00,-5.155005680880074578e+03,-1.642500199968004017e+04,1.126999631879996559e+04,2.186223840761301460e+02
5.437404759113820596e+00,-5.195381882770871016e+03,-1.663438849784034755e+04,1.143900661506947654e+04,2.201764350182603209e+02
5.453991325753135833e+00,-5.201929937686254561e+03,-1.679457286834106708e+04,1.159264293065481252e+04,2.228527309964320011e+02
5.470577892392451069e+00,-5.247594552767847745e+03,-1.700395936650135263e+04,1.175636481373350398e+04,2.240334060780782011e+02
5.487164459031766306e+00,-5.293259167849445475e+03,-1.721334586466164546e+04,1.192008669681219908e+04,2.251937099398651299e+02
5.503751025671082431e+00,-5.338923782931042297e+03,-1.742014277715565913e+04,1.208121899422461684e+04,2.262856614070652199e+02
5.520337592310397667e+00,-5.384588398012640027e+03,-1.758291673332266510e+04,1.219832833531002507e+04,2.265415187502952108e+02
5.536924158949712904e+00,-5.430253013094235030e+03,-1.779230323148296156e+04,1.236205021838872563e+04,2.276514591231662337e+02
5.553510725589028141e+00,-5.461811722912963887e+03,-1.800168972964325440e+04,1.253987800673029051e+04,2.295919127736310941e+02
5.570097292228343377e+00,-5.477177269900410465e+03,-1.821107622780353995e+04,1.273389895790312949e+04,2.324901738689692934e+02
5.586683858867659502e+00,-5.539467073694037026e+03,-1.842046272596384733e+04,1.288099565226981031e+04,2.325313153938473931e+02
5.603270425506974739e+00,-5.648681134293838113e+03,-1.862984922412414380e+04,1.298116808983030569e+04,2.298088311450267156e+02
5.619856992146289976e+00,-5.747386035216250093e+03,-1.883923572228442572e+04,1.309184968706817563e+04,2.277878953466814096e+02
5.636443558785605212e+00,-5.772646536412077694e+03,-1.904862222044472219e+04,1.327597568403264449e+04,2.299807480033962861e+02
5.653030125424921337e+00,-5.815974047632780639e+03,-1.925800871860502593e+04,1.344203467097224529e+04,2.311226728469227965e+02
5.669616692064236574e+00,-5.884379880461041466e+03,-1.946739521676531149e+04,1.358301533630427002e+04,2.308317207970611094e+02
5.686203258703551811e+00,-5.930044495542636469e+03,-1.967678171492560796e+04,1.374673721938297240e+04,2.318150770996037977e+02
5.702789825342867047e+00,-5.950266429840139608e+03,-1.988616821308590443e+04,1.393590178324576482e+04,2.342063493721602754e+02
5.719376391982182284e+00,-6.057075719874830611e+03,-2.009555471124618634e+04,1.403847899137135573e+04,2.317699107724124872e+02
5.735962958621498409e+00,-6.155848287501460618e+03,-2.034637458006718953e+04,1.419052629256572982e+04,2.305210529859466249e+02
5.752549525260813645e+00,-6.201512902583056530e+03,-2.056352983522636350e+04,1.436201693264330606e+04,2.315889228685024932e+02
5.769136091900128882e+00,-6.155733774617407107e+03,-2.077291633338664906e+04,1.461718255876924195e+04,2.374563795959115282e+02
5.785722658539444119e+00,-3.271206276638590680e+03,-2.099340105583105833e+04,1.772219477919246856e+04,5.417632909840020830e+02
5.802309225178760244e+00,-5.002484929584031306e+03,-2.124089145736682622e+04,1.623840652778279400e+04,3.246068055448006362e+02
5.818895791818075480e+00,-6.097451921765632505e+03,-2.145027795552710813e+04,1.535282603376147563e+04,2.517908501903492891e+02
5.835482358457390717e+00,-6.341005210752645326e+03,-2.168962965925451499e+04,1.534862444850186876e+04,2.420534905487022286e+02
5.852068925096705954e+00,-6.431095619715617431e+03,-2.191825307950727438e+04,1.548715745979165695e+04,2.408167810833529359e+02
5.868655491736022078e+00,-6.400682038737417315e+03,-2.217018277075667720e+04,1.576950073201925989e+04,2.463721934097184487e+02
5.885242058375337315e+00,-6.472913642919264930e+03,-2.238622820348744062e+04,1.591331456056817478e+04,2.458446912539268396e+02
5.901828625014652552e+00,-6.523684491603396964e+03,-2.264481682930731040e+04,1.612113233770391344e+04,2.471169836379019671e+02
5.918415191653967788e+00,-6.569349106684987419e+03,-2.290340545512716926e+04,1.633405634844218184e+04,2.486404068832420933e+02
5.935001758293283025e+00,-6.658091386694808534e+03,-2.313128899376098343e+04,1.647319760706617672e+04,2.474162136011737232e+02
5.951588324932599150e+00,-6.527734083593982177e+03,-2.337138057910734642e+04,1.684364649551336333e+04,2.580320564504327763e+02
5.968174891571914387e+00,-6.573128031858734175e+03,-2.362996920492720528e+04,1.705684117306847111e+04,2.594935180084294757e+02
5.984761458211229623e+00,-6.631050730665063384e+03,-2.387671972484402067e+04,1.724566899417895911e+04,2.600744541800436309e+02
6.001348024850544860e+00,-6.886482128807006120e+03,-2.414159734442488480e+04,1.725511521561787958e+04,2.505650184357206172e+02
6.017934591489860985e+00,-6.937117644082716652e+03,-2.435727283634618288e+04,1.742015519226346805e+04,2.511151761585398958e+02
6.034521158129176222e+00,-7.022216332327218879e+03,-2.462215045592705064e+04,1.759993412359983267e+04,2.506321834970736688e+02
6.051107724768491458e+00,-7.067880947408810243e+03,-2.488702807550791840e+04,1.781914712809910998e+04,2.521144210080657047e+02
6.067694291407806695e+00,-7.122295387858260256e+03,-2.515190569508877161e+04,1.802961030723051226e+04,2.531432540409164744e+02
6.084280858047121932e+00,-7.203615150929020274e+03,-2.539088745800670949e+04,1.818727230707768831e+04,2.524742358665863833e+02
6.100867424686438056e+00,-7.249279766010617095e+03,-2.564947608382659018e+04,1.840019631781597127e+04,2.538210265258097991e+02
6.117453991325753293e+00,-1.140437455873496037e+04,-2.590806470964645268e+04,1.450369015091149231e+04,1.271765503335092689e+02
6.134040557965068530e+00,-2.189165186500888012e+04,-2.616665333546632246e+04,4.275001470457442338e+03,1.952799860338775062e+01
6.150627124604383766e+00,-2.189165186500888012e+04,-2.647444408894576554e+04,4.582792223936885421e+03,2.093397178155348115e+01
6.167213691243699891e+00,-1.662427260895548534e+04,-2.673303271476563532e+04,1.010876010581014998e+04,6.080723255443108854e+01
6.183800257883015128e+00,-7.566412788132632159e+03,-2.699162134058550146e+04,1.942520855245287021e+04,2.567294317185535419e+02
6.200386824522330365e+00,-7.630904362378728365e+03,-2.725020996640537487e+04,1.961930560402664560e+04,2.571032825513077000e+02
6.216973391161645601e+00,-7.702146991652841280e+03,-2.753580427131657416e+04,1.983365727966373379e+04,2.575081636478549285e+02
6.233559957800961726e+00,-7.769157849348097443e+03,-2.780068189089746011e+04,2.003152404154936085e+04,2.578339175233797960e+02
6.250146524440276963e+00,-7.837881195173052220e+03,-2.807517797152455751e+04,2.023729677635150438e+04,2.581985650511596759e+02
6.266733091079592199e+00,-7.907411336317471978e+03,-2.833376659734442001e+04,2.042635526102694712e+04,2.583191185111614914e+02
6.283319657718907436e+00,-7.998740566480660164e+03,-2.864155735082386309e+04,2.064281678434320202e+04,2.580758384744783598e+02
6.299906224358222673e+00,-8.063684987131870912e+03,-2.890939449688049353e+04,2.084570950974862353e+04,2.585134407285808607e+02
6.316492790997538798e+00,-8.136994053450034698e+03,-2.920793673012317595e+04,2.107094267667314125e+04,2.589524158216533465e+02
6.333079357636854034e+00,-8.199419190652084581e+03,-2.948835186370180236e+04,2.128893267304971960e+04,2.596395205323884738e+02
6.349665924276169271e+00,-8.245083805733680492e+03,-2.977431610942248881e+04,2.152923230368880832e+04,2.611159911888009333e+02
6.366252490915484508e+00,-8.322171797225579212e+03,-3.006730923052310027e+04,2.174513743329752106e+04,2.612916191005195401e+02
6.382839057554800632e+00,-8.413501027388778311e+03,-3.038138897776355589e+04,2.196788795037477757e+04,2.611028141419595272e+02
6.399425624194115869e+00,-8.504830257551971954e+03,-3.064626659734443092e+04,2.214143633979246079e+04,2.603395443445998581e+02
6.416012190833431106e+00,-8.560957186131114213e+03,-3.096034634458485380e+04,2.239938915845374140e+04,2.616458495405292410e+02
6.432598757472746343e+00,-8.643083744521334665e+03,-3.126406774916012728e+04,2.262098400463879079e+04,2.617235314765721910e+02
6.449185324112061579e+00,-8.696691389651323334e+03,-3.153930371140616626e+04,2.284261232175484474e+04,2.626586514146809463e+02
6.465771890751377704e+00,-8.781337231490713748e+03,-3.185338345864661096e+04,2.307204622715589721e+04,2.627395534294860795e+02
6.482358457390692941e+00,-8.872666461653901933e+03,-3.216746320588705566e+04,2.329479674423315373e+04,2.625456151756538361e+02
6.498945024030008177e+00,-8.922495181610145664e+03,-3.248154295312750037e+04,2.355904777151735470e+04,2.640410254305781450e+02
6.515531590669323414e+00,-9.010919948623271921e+03,-3.274642057270834994e+04,2.373550062408507802e+04,2.634081842854623687e+02
6.532118157308639539e+00,-9.102249178786474658e+03,-3.306050031994880555e+04,2.395825114116233090e+04,2.632124288247235313e+02
6.548704723947954776e+00,-9.193578408949659206e+03,-3.337458006718925026e+04,2.418100165823959105e+04,2.630205626429437871e+02
6.565291290587270012e+00,-9.282773535364594863e+03,-3.368865981442968041e+04,2.440588627906508555e+04,2.629158859266139530e+02
6.581877857226585249e+00,-9.331831895919031012e+03,-3.400273956167012511e+04,2.467090766575109592e+04,2.643736829050693018e+02
6.598464423865900486e+00,-9.423161126082217379e+03,-3.431681930891056982e+04,2.489365818282835244e+04,2.641752364174861896e+02
6.615050990505216610e+00,-9.514490356245416478e+03,-3.463089905615101452e+04,2.511640869990559804e+04,2.639805996904386234e+02
6.631637557144531847e+00,-9.605819586408611940e+03,-3.494497880339145195e+04,2.533915921698284001e+04,2.637896640577709491e+02
6.648224123783847084e+00,-9.697148816571805582e+03,-3.516694328907374438e+04,2.546979447250194062e+04,2.626524038589125780e+02
6.664810690423163209e+00,-9.778786092639255003e+03,-3.532712765957446391e+04,2.554834156693521072e+04,2.612629146900565615e+02
