x, y_biblio(A), y_modele(B), abs_error, pct_error
3.563122728871175759e+00,-2.482842326377127392e+03,-4.871010638297870173e+03,2.388168311920742781e+03,9.618686964328784939e+01
3.579709295510491440e+00,1.361537370863285560e+03,-4.871010638297870173e+03,6.232548009161155278e+03,4.577581300768407004e+02
3.596295862149806677e+00,1.598579040852575417e+03,-4.920212765957447118e+03,6.518791806810022536e+03,4.077866430260047537e+02
3.612882428789121914e+00,-2.392715481496372831e+03,-4.920212765957447118e+03,2.527497284461074287e+03,1.056330058465794224e+02
3.629468995428437594e+00,-2.193605683836589378e+04,-4.969414893617024063e+03,1.696664194474886972e+04,7.734590619347056872e+01
3.646055562067752831e+00,-2.086015103624833864e+04,-4.969414893617024063e+03,1.589073614263131458e+04,7.617747405097041735e+01
3.662642128707068512e+00,-2.531083481349909562e+03,-4.969414893617024063e+03,2.438331412267114501e+03,9.633547965658851808e+01
3.679228695346383748e+00,-2.531083481349909562e+03,-4.969414893617024063e+03,2.438331412267114501e+03,9.633547965658851808e+01
3.695815261985699429e+00,-5.027464353701090658e+03,-4.969414893617024063e+03,5.804946008406659530e+01,1.154646875642828974e+00
3.712401828625014666e+00,-2.029307282415630470e+04,-4.969414893617024063e+03,1.532365793053928064e+04,7.551176730760276712e+01
3.728988395264330347e+00,-2.030183305978634235e+04,-4.920212765957447118e+03,1.538162029382889523e+04,7.576468710254862060e+01
3.745574961903645583e+00,-1.633954673302036463e+04,-4.920212765957447118e+03,1.141933396706291751e+04,6.988770345743890289e+01
