x,y
-5.6,146.25
-5.6,146.875
-5.6,147.5
-5.6,148.125
-5.6,196.875
-5.6,197.5
-5.6,198.125
-5.466666666666667,146.25
-4.666666666666667,143.125
-4.666666666666667,166.875
-4.666666666666667,183.75
-4.533333333333333,142.5
-4.533333333333333,158.125
-4.533333333333333,193.75
-4.4,171.875
-3.466666666666667,161.25
-1.3333333333333333,268.125
-1.3333333333333333,268.75
-1.3333333333333333,269.375
-1.3333333333333333,270.0
-1.3333333333333333,271.875
-1.3333333333333333,272.5
-1.3333333333333333,273.125
-1.2,266.875
-1.2,267.5
-1.2,268.125
-1.2,273.75
-1.2,274.375
-0.5333333333333333,-12.5
-0.5333333333333333,-8.75
-0.4,-11.25
-0.4,-10.625
-0.4,-10.0
-0.4,-9.375
-0.26666666666666666,266.875
-0.26666666666666666,267.5
-0.26666666666666666,268.125
-0.26666666666666666,268.75
-0.26666666666666666,269.375
-0.26666666666666666,270.0
-0.26666666666666666,270.625
-0.26666666666666666,271.25
-0.26666666666666666,271.875
-0.26666666666666666,272.5
-0.26666666666666666,273.125
-0.26666666666666666,273.75
-0.26666666666666666,274.375
0.5333333333333333,-3.75
0.6666666666666666,-3.75
0.6666666666666666,-3.125
0.6666666666666666,136.25
0.6666666666666666,136.875
0.6666666666666666,275.0
0.6666666666666666,275.625
0.6666666666666666,276.25
1.6,-3.75
1.6,131.25
1.6,136.25
1.6,338.75
1.6,339.375
1.6,341.875
1.6,342.5
1.7333333333333334,-9.375
1.7333333333333334,-3.125
1.7333333333333334,67.5
1.7333333333333334,130.625
1.7333333333333334,136.875
1.7333333333333334,270.0
1.7333333333333334,276.25
1.7333333333333334,337.5
1.7333333333333334,338.125
1.7333333333333334,342.5
1.7333333333333334,343.125
1.7333333333333334,343.75
1.8666666666666667,66.25
2.533333333333333,58.75
2.533333333333333,59.375
2.533333333333333,61.25
2.6666666666666665,336.25
2.6666666666666665,336.875
2.6666666666666665,337.5
2.6666666666666665,338.125
2.6666666666666665,338.75
2.6666666666666665,339.375
2.6666666666666665,340.0
2.6666666666666665,340.625
2.6666666666666665,341.25
2.6666666666666665,341.875
2.6666666666666665,342.5
2.6666666666666665,343.125
2.6666666666666665,344.375
2.8,-6.875
2.8,133.125
2.8,133.75
2.8,272.5
2.933333333333333,350.0
2.933333333333333,350.625
2.933333333333333,351.25
2.933333333333333,353.125
2.933333333333333,353.75
2.933333333333333,354.375
2.933333333333333,355.0
3.0666666666666664,348.125
3.0666666666666664,348.75
3.0666666666666664,355.625
3.0666666666666664,356.25
3.7333333333333334,336.875
3.7333333333333334,337.5
3.7333333333333334,338.125
3.8666666666666667,336.25
3.8666666666666667,336.875
3.8666666666666667,337.5
3.8666666666666667,338.125
4.0,336.875
4.0,337.5
4.0,338.125
4.0,338.75
4.0,339.375
4.0,348.75
4.0,349.375
4.0,350.0
4.0,350.625
4.0,351.25
4.0,351.875
4.0,352.5
4.0,353.125
4.0,353.75
4.0,354.375
4.0,355.0
4.0,355.625
4.133333333333333,336.875
4.133333333333333,337.5
4.133333333333333,338.125
4.133333333333333,338.75
4.133333333333333,339.375
4.266666666666667,-18.125
4.266666666666667,336.25
4.266666666666667,336.875
4.266666666666667,337.5
4.266666666666667,338.125
4.266666666666667,338.75
4.4,-16.875
4.4,336.25
4.4,336.875
4.4,337.5
4.4,338.125
4.4,338.75
4.533333333333333,335.625
4.533333333333333,336.25
4.533333333333333,336.875
4.533333333333333,337.5
4.533333333333333,338.125
4.666666666666667,335.625
4.666666666666667,336.25
4.666666666666667,336.875
4.666666666666667,337.5
4.8,-12.5
4.8,-11.875
4.8,335.625
4.8,336.25
4.8,336.875
4.8,337.5
4.933333333333334,-11.875
4.933333333333334,52.5
4.933333333333334,53.125
4.933333333333334,335.625
4.933333333333334,336.25
4.933333333333334,336.875
4.933333333333334,337.5
5.066666666666666,335.625
5.066666666666666,336.25
5.066666666666666,336.875
5.066666666666666,337.5
5.2,30.625
5.2,31.25
5.2,31.875
5.2,32.5
